sku_code,sku_name,unit,sku_type,is_serial_tracked,warranty_applicable,published_to_app,power_or_voltage,specification
DCPB05-10,Khoan và siết DC – DCPB05-10,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB05-10"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":""Cấp L 260N.m 3/8\"" Cấp M 320N.m"",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB1218,Khoan và siết DC – DCPB1218,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB1218"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":""M bánh răng 268N.m L bánh răng 148N.m"",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB1288,Khoan và siết DC – DCPB1288,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB1288"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB1718,Khoan và siết DC – DCPB1718,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB1718"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":""1.4/1.4/1.7/1.7/1.1kg"",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB1718S,Máy siết bu-lông/đai ốc tác động dùng pin không chổi than,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB1718S"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":""Không chổi than"",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB2088,Khoan và siết DC – DCPB2088,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB2088"",""machine_category"":""Khoan và siết DC"",""features"":""DCPB2088 DCPB2088 0-1400/ (25 4mm) 40VMAX 2088 (25 4 ) 1\"" 1\"" 40VMAX 2088 2500 4.4-5.8 2500 4 4-5 8 M12-M42 M12-M42 (Loại EDM) 4.0Ahx1, sạc 2A (Loại EM) 4.0Ahx2, sạc 2A (Loại FK) 5.0Ahx2, sạc 4A (Loại Z) Solo, đóng gói hộp màu 1. Đầu vuông hai chức năng, chuyển đổi tức thì giữa giữ đầu tuýp và mũi lục giác mà không cần bộ chuyển; 2 Động cơ không chổi than tạo mô-men siết lên đến 356N m; 0-1700/"",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":""Không chổi than"",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB298,Khoan và siết DC – DCPB298,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB298"",""machine_category"":""Khoan và siết DC"",""features"":""(Loại DM) 2.0Ahx1, Sạc 2A (Loại BM) 4.0Ahx2, Sạc 2A (Loại FK) 5.0Ahx2, Sạc 4A (Loại Z) Solo, Đóng hộp màu có đóng gói 1. Động cơ không chổi than, cung cấp mô-men xoắn siết tối đa 298N.m; KHIỂN DỮNG TỐI ĐA. PHÙN ĐA NÚT NET TIÊU CHUẨN 2. Chế độ lỏng lẻo thông minh, ngăn nut rơi xuống một cách vô ý; CHẾ ĐỘ SẢN PHẨM"",""package_accessories"":""Bộ nối lỗ (S22), Dây treo, Túi đựng công cụ, Kẹp thắt lưng, Đóng hộp màu DCPB298 0-2000/ 1/2\"" 20V MAX 298 350 1.1-1.7 M12-M16"",""power_source"":""Pin"",""power"":""380W"",""capacity"":"""",""max_torque"":""siết tối đa 298N.m"",""weight"":"""",""function_icons"":""Không chổi than; Kiểm soát mô-men xoắn; Cơ cấu số tốc độ"",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB298S,Khoan và siết DC – DCPB298S,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB298S"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB3088,Khoan và siết DC – DCPB3088,cái,PRODUCT,false,true,true,Không nêu rõ,"{""machine_code"":""DCPB3088"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":""Bộ lắp đầu tuýp (S22), kẹp đai, đóng gói hộp màu 20+20V (25.4mm) 0-950 0-2250/ 3/8\"" DCPB80 20 80 2"",""power_source"":""Không nêu rõ"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":""Cơ cấu số tốc độ"",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB356,Khoan và siết DC – DCPB356,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB356"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB358,Khoan và siết DC – DCPB358,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB358"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB488,Khoan và siết DC – DCPB488,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB488"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":""M12-M16 0-2500/ 1/2\"""",""max_torque"":""350N.m"",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB598,Khoan và siết DC – DCPB598,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB598"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB698,Khoan và siết DC – DCPB698,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB698"",""machine_category"":""Khoan và siết DC"",""features"":""1. Động cơ không chổi than, cung cấp mô-men xiết tối đa 320N.m; 2. Chế độ vặn mở và siết thông minh, ngăn đai ốc vô tình rơi ra / siết quá chặt; (12.7mm) 0-1500 0-500 (Loại Z) Solo, đóng hộp màu 3. Điều khiển 3"",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":""Không chổi than; Kiểm soát mô-men xoắn; Cơ cấu số tốc độ"",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB80,Khoan và siết DC – DCPB80,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB80"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCPB968,Khoan và siết DC – DCPB968,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCPB968"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":""390W"",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":18,""catalog_page"":13,""source"":""DongCheng 2026 catalog import from Excel""}"
DCJZ02-16,Khoan và siết DC – DCJZ02-16,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCJZ02-16"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":24,""catalog_page"":25,""source"":""DongCheng 2026 catalog import from Excel""}"
DCJZ03-13,Khoan và siết DC – DCJZ03-13,cái,PRODUCT,false,true,true,Không nêu rõ,"{""machine_code"":""DCJZ03-13"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Không nêu rõ"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":24,""catalog_page"":25,""source"":""DongCheng 2026 catalog import from Excel""}"
DCJZ04-13,Khoan và siết DC – DCJZ04-13,cái,PRODUCT,false,true,true,Pin,"{""machine_code"":""DCJZ04-13"",""machine_category"":""Khoan và siết DC"",""features"":"""",""package_accessories"":"""",""power_source"":""Pin"",""power"":"""",""capacity"":"""",""max_torque"":"""",""weight"":"""",""function_icons"":"""",""usage"":""Khoan, khoan búa, tạo lỗ hoặc phá dỡ theo cấu hình máy."",""field"":""Xây dựng / cơ khí / bảo trì (phân loại tham khảo)"",""audience"":""Thợ chuyên nghiệp; kỹ thuật viên; đội bảo trì"",""pdf_page"":24,""catalog_page"":25,""source"":""DongCheng 2026 catalog import from Excel""}"
